pair_id,nb_classes_v1,nb_classes_v2,delta_classes,nb_added_classes,nb_removed_classes,nb_attributes_v1,nb_attributes_v2,delta_attributes,nb_added_attributes,nb_removed_attributes,nb_type_changes,nb_references_v1,nb_references_v2,delta_references,nb_added_references,nb_removed_references,nb_multiplicity_changes,nb_containment_changes,nb_abstract_changes,nb_supertype_changes,nsuri_changed,label
augmented_3346_ereference_multiplicity_changed_from_TranspSys__TranspSys_v2__to__TranspSys_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0797_ereference_added_from_domains__company_v1__to__company_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
synthetic__rename_eclass_v1__to__rename_eclass_v2,2,2,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_0882_eclass_added_from_domains__DeplyPipe_v1__to__DeplyPipe_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_2642_ereference_added_from_NetSec__NetSec_v1__to__NetSec_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0028_eclass_removed_from_AeroEng__AeroEng_v2__to__AeroEng_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_1366_ereference_multiplicity_changed_from_domains__MonitAlert_v2__to__MonitAlert_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1775_eattribute_added_from_domains__shop_v2__to__shop_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_2111_ereference_added_from_domains__VidAnal_v2__to__VidAnal_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0053_eclass_removed_from_add_reference3__add_reference3_v1__to__add_reference3_v2,2,1,-1,0,1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0722_eclass_added_from_synthetic__remove_reference2_v1__to__remove_reference2_v2,2,3,1,1,0,2,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0561_eattribute_removed_from_domains__AutoDiag_v2__to__AutoDiag_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_1948_eattribute_type_changed_from_domains__TaskTrack_v2__to__TaskTrack_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_2059_ereference_multiplicity_changed_from_domains__TrainPlat_v2__to__TrainPlat_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0468_eclass_abstract_changed_from_synthetic__add_reference4_v1__to__add_reference4_v2,3,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1423_eclass_removed_from_domains__PerfReview_v1__to__PerfReview_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
domains__SecurCam_v1__to__SecurCam_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_0414_eclass_added_from_data__data_v2__to__data_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1812_eattribute_removed_from_domains__SmartCity_v1__to__SmartCity_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0084_eattribute_removed_from_add_supertype3__add_supertype3_v1__to__add_supertype3_v2,3,3,0,0,0,3,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0699_ereference_added_from_synthetic__remove_eclass2_v1__to__remove_eclass2_v2,3,3,0,0,0,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0393_eattribute_type_changed_from_rename_eclass4__rename_eclass4_v1__to__rename_eclass4_v2,2,2,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_3445_ereference_multiplicity_changed_from_WaterUtil__WaterUtil_v1__to__WaterUtil_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0217_eclass_removed_from_BusIntel__BusIntel_v2__to__BusIntel_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
StatAnal__StatAnal_v2__to__StatAnal_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
augmented_1170_eclass_added_from_domains__library_v1__to__library_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1514_eattribute_added_from_domains__ProjMgmt_v1__to__ProjMgmt_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0126_eclass_added_from_banking__banking_v3__to__banking_v4,4,5,1,1,0,12,13,1,0,0,0,4,4,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_2065_eattribute_type_changed_from_domains__TranspSys_v1__to__TranspSys_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_1053_eclass_added_from_domains__hospital_v2__to__hospital_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
change_multiplicity3__change_multiplicity3_v1__to__change_multiplicity3_v2,2,2,0,0,0,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,MIXED
augmented_0515_eclass_added_from_synthetic__change_abstract3_v1__to__change_abstract3_v2,2,3,1,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1909_eclass_removed_from_domains__SupplyChain_v2__to__SupplyChain_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0515_eattribute_added_from_domains__AirTraffic_v1__to__AirTraffic_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_1340_eclass_abstract_changed_from_domains__models_v1__to__models_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_3232_eclass_removed_from_TelecomNet__TelecomNet_v2__to__TelecomNet_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0056_eattribute_added_from_AirTraffic__AirTraffic_v1__to__AirTraffic_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_3350_eattribute_added_from_university__university_v1__to__university_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_3107_eattribute_added_from_smartgrid__smartgrid_v2__to__smartgrid_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_1669_eattribute_type_changed_from_domains__RoboCtrl_v2__to__RoboCtrl_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_1206_eclass_added_from_domains__Logistics_v1__to__Logistics_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_2983_eattribute_type_changed_from_SecScan__SecScan_v1__to__SecScan_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_3389_ereference_added_from_VisionSys__VisionSys_v1__to__VisionSys_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_1054_eclass_removed_from_domains__hospital_v2__to__hospital_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0410_ereference_added_from_data__data_v1__to__data_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0614_eattribute_type_changed_from_synthetic__change_nsuri3_v1__to__change_nsuri3_v2,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_3371_ereference_added_from_VidAnal__VidAnal_v1__to__VidAnal_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0743_ereference_added_from_domains__CI_CD_v1__to__CI_CD_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_3166_ereference_multiplicity_changed_from_StreamProc__StreamProc_v2__to__StreamProc_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0609_ereference_removed_from_domains__bank_v2__to__bank_v3,4,4,0,0,0,12,12,0,0,0,0,3,2,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
domains__BugTrack_v2__to__BugTrack_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
augmented_0055_eattribute_removed_from_add_reference3__add_reference3_v1__to__add_reference3_v2,2,2,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2894_ereference_added_from_RetailPOS__RetailPOS_v1__to__RetailPOS_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0335_ereference_multiplicity_changed_from_remove_reference3__remove_reference3_v1__to__remove_reference3_v2,2,2,0,0,0,2,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1662_ereference_removed_from_domains__RoboCtrl_v1__to__RoboCtrl_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
change_abstract__change_abstract_v1__to__change_abstract_v2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MIXED
augmented_2277_eclass_added_from_GameDev__GameDev_v1__to__GameDev_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0916_ereference_multiplicity_changed_from_domains__DocMgmt_v2__to__DocMgmt_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0992_eattribute_added_from_domains__fleet_v1__to__fleet_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_1654_ereference_multiplicity_changed_from_domains__RiskMgmt_v2__to__RiskMgmt_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_2175_ereference_removed_from_domains__WaterUtil_v1__to__WaterUtil_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0588_eattribute_removed_from_domains__banking_v3__to__banking_v4,4,4,0,0,0,12,11,-1,0,1,0,4,4,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2172_eattribute_removed_from_domains__WaterUtil_v1__to__WaterUtil_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_1923_ereference_removed_from_domains__SurveilSys_v1__to__SurveilSys_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_2112_ereference_removed_from_domains__VidAnal_v2__to__VidAnal_v3,4,4,0,0,0,12,12,0,0,0,0,3,2,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0497_eattribute_added_from_domains__AgriFarm_v1__to__AgriFarm_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_1649_eattribute_added_from_domains__RiskMgmt_v2__to__RiskMgmt_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_3225_eattribute_removed_from_TelecomNet__TelecomNet_v1__to__TelecomNet_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0664_ereference_multiplicity_changed_from_domains__BugTrack_v2__to__BugTrack_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0665_eclass_abstract_changed_from_domains__BugTrack_v2__to__BugTrack_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_3303_eclass_added_from_TrafficCtrl__TrafficCtrl_v2__to__TrafficCtrl_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1283_ereference_added_from_domains__MathModel_v1__to__MathModel_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0171_eattribute_type_changed_from_change_multiplicity2__change_multiplicity2_v1__to__change_multiplicity2_v2,2,2,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_1661_ereference_added_from_domains__RoboCtrl_v1__to__RoboCtrl_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_2410_ereference_multiplicity_changed_from_KnowBase__KnowBase_v1__to__KnowBase_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1628_eclass_abstract_changed_from_domains__RetailPOS_v1__to__RetailPOS_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0102_eattribute_removed_from_AutoDiag__AutoDiag_v2__to__AutoDiag_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0104_ereference_added_from_AutoDiag__AutoDiag_v2__to__AutoDiag_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_1518_ereference_removed_from_domains__ProjMgmt_v1__to__ProjMgmt_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0452_eattribute_type_changed_from_synthetic__add_reference2_v1__to__add_reference2_v2,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_1441_eclass_removed_from_domains__PhysSim_v1__to__PhysSim_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_1546_ereference_multiplicity_changed_from_domains__QualCtrl_v2__to__QualCtrl_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1112_ereference_added_from_domains__Insurance_v2__to__Insurance_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_1162_eclass_removed_from_domains__LegalDoc_v2__to__LegalDoc_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0421_eattribute_type_changed_from_synthetic__add_attribute_v1__to__add_attribute_v2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
domains__EduPlat_v1__to__EduPlat_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_0660_eattribute_removed_from_domains__BugTrack_v2__to__BugTrack_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_3011_ereference_added_from_SecurCam__SecurCam_v2__to__SecurCam_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_1634_ereference_added_from_domains__RetailPOS_v2__to__RetailPOS_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_2859_ereference_removed_from_RecSys__RecSys_v1__to__RecSys_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_1175_ereference_added_from_domains__library_v1__to__library_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0591_ereference_removed_from_domains__banking_v3__to__banking_v4,4,4,0,0,0,12,12,0,0,0,0,4,3,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0490_eclass_abstract_changed_from_synthetic__add_supertype3_v1__to__add_supertype3_v2,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_1526_ereference_added_from_domains__ProjMgmt_v2__to__ProjMgmt_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0082_eclass_removed_from_AR_VR__AR_VR_v2__to__AR_VR_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0272_eattribute_added_from_remove_attribute2__remove_attribute2_v1__to__remove_attribute2_v2,1,1,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_3394_eclass_removed_from_VisionSys__VisionSys_v2__to__VisionSys_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_2601_eclass_added_from_models__models_v1__to__models_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_1147_eattribute_type_changed_from_domains__KnowBase_v2__to__KnowBase_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_2151_eclass_added_from_domains__WasteMgmt_v1__to__WasteMgmt_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0073_eclass_added_from_add_supertype2__add_supertype2_v1__to__add_supertype2_v2,3,4,1,1,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
TimeSer__TimeSer_v1__to__TimeSer_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
add_supertype__add_supertype_v1__to__add_supertype_v2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MIXED
augmented_0831_eattribute_removed_from_domains__DataGov_v1__to__DataGov_v2,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2988_eclass_added_from_SecScan__SecScan_v2__to__SecScan_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0398_eattribute_added_from_rename_eclass__rename_eclass_v1__to__rename_eclass_v2,2,2,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0731_eclass_added_from_synthetic__remove_reference3_v1__to__remove_reference3_v2,2,3,1,1,0,2,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_3343_eattribute_type_changed_from_TranspSys__TranspSys_v2__to__TranspSys_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0338_eclass_removed_from_remove_reference4__remove_reference4_v1__to__remove_reference4_v2,2,1,-1,0,1,4,2,-2,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_1864_eclass_removed_from_domains__StatAnal_v1__to__StatAnal_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_1089_eclass_added_from_domains__ImageProc_v2__to__ImageProc_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0701_eclass_abstract_changed_from_domains__CAD_CAM_v2__to__CAD_CAM_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_2936_eattribute_added_from_RoboCtrl__RoboCtrl_v2__to__RoboCtrl_v3,4,4,0,0,0,12,13,1,1,0,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_3136_eattribute_type_changed_from_StatAnal__StatAnal_v1__to__StatAnal_v2,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0750_eattribute_removed_from_domains__CI_CD_v2__to__CI_CD_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
synthetic__change_nsuri2_v1__to__change_nsuri2_v2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MIXED
augmented_2529_eclass_added_from_MarketAnal__MarketAnal_v1__to__MarketAnal_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_2616_ereference_removed_from_models__models_v2__to__models_v3,4,4,0,0,0,12,12,0,0,0,0,3,2,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_1212_ereference_removed_from_domains__Logistics_v1__to__Logistics_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0037_eattribute_removed_from_add_eclass5__add_eclass5_v1__to__add_eclass5_v2,1,1,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
domains__AR_VR_v1__to__AR_VR_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_1897_ereference_multiplicity_changed_from_domains__StreamProc_v2__to__StreamProc_v3,4,4,0,0,0,12,12,0,0,0,0,3,3,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0079_ereference_multiplicity_changed_from_AR_VR__AR_VR_v1__to__AR_VR_v2,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_1126_eclass_removed_from_domains__InvMgmt_v2__to__InvMgmt_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
domains__ProcOpt_v1__to__ProcOpt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
augmented_2827_eclass_removed_from_RailCtrl__RailCtrl_v2__to__RailCtrl_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0527_ereference_added_from_domains__AirTraffic_v2__to__AirTraffic_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_1922_ereference_added_from_domains__SurveilSys_v1__to__SurveilSys_v2,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0170_eattribute_removed_from_change_multiplicity2__change_multiplicity2_v1__to__change_multiplicity2_v2,2,2,0,0,0,2,1,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_2098_eclass_removed_from_domains__VidAnal_v1__to__VidAnal_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_1966_eattribute_type_changed_from_domains__TelecomNet_v2__to__TelecomNet_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_1981_eclass_removed_from_domains__TestAuto_v2__to__TestAuto_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_2034_eclass_added_from_domains__TrafficCtrl_v2__to__TrafficCtrl_v3,4,5,1,1,0,12,13,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0794_eattribute_added_from_domains__company_v1__to__company_v2,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_3132_eclass_added_from_StatAnal__StatAnal_v1__to__StatAnal_v2,3,4,1,1,0,9,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0328_eattribute_type_changed_from_CloudSec__CloudSec_v2__to__CloudSec_v3,4,4,0,0,0,12,12,0,0,0,1,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_2319_ereference_removed_from_hospital__hospital_v1__to__hospital_v2,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_2757_eattribute_removed_from_PredMaint__PredMaint_v2__to__PredMaint_v3,4,4,0,0,0,12,11,-1,0,1,0,3,3,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_3214_eclass_removed_from_TaskTrack__TaskTrack_v2__to__TaskTrack_v3,4,3,-1,0,1,12,10,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_REMOVED
domains__AirTraffic_v2__to__AirTraffic_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
augmented_0968_ereference_added_from_domains__EduPlat_v2__to__EduPlat_v3,4,4,0,0,0,12,12,0,0,0,0,3,4,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_2692_eclass_removed_from_PerfReview__PerfReview_v1__to__PerfReview_v2,3,2,-1,0,1,9,6,-3,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_REMOVED
